Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       3/3           std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [89]
[83]     0.0    0.00    0.00       3         std::_Iter_base<float*, false>::_S_base(float*) [83]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned int) [86]
[84]     0.0    0.00    0.00       3         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int) [84]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) [73]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned int, std::allocator<float> const&) [88]
[85]     0.0    0.00    0.00       3         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [85]
                0.00    0.00       3/3           std::allocator<float>::allocator(std::allocator<float> const&) [81]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned int, std::allocator<float> const&) [88]
[86]     0.0    0.00    0.00       3         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned int) [86]
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int) [84]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<float, std::allocator<float> >::_M_default_initialize(unsigned int) [11]
[87]     0.0    0.00    0.00       3         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [87]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<float, std::allocator<float> >::vector(unsigned int, std::allocator<float> const&) [12]
[88]     0.0    0.00    0.00       3         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned int, std::allocator<float> const&) [88]
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [85]
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned int) [86]
-----------------------------------------------
                0.00    0.00       3/3           float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) [16]
[89]     0.0    0.00    0.00       3         std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [89]
                0.00    0.00       3/3           std::_Iter_base<float*, false>::_S_base(float*) [83]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator<std::string>::~allocator() [127]
                0.00    0.00       1/2           std::allocator<std::string>::~allocator() [128]
[90]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::string>::~new_allocator() [90]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::end() [153]
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::begin() [154]
[91]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [91]
-----------------------------------------------
                0.00    0.00       2/2           _fu7___ZSt4cerr [763]
[92]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [92]
-----------------------------------------------
                0.00    0.00       2/2           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[93]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [93]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::_M_default_initialize(unsigned int) [152]
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::~vector() [156]
[94]     0.0    0.00    0.00       2         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [94]
-----------------------------------------------
                0.00    0.00       2/2           void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::string*, unsigned int>(std::string*, unsigned int) [150]
[95]     0.0    0.00    0.00       2         _ZSt10_ConstructISsIEEvPT_DpOT0_ [95]
                0.00    0.00       2/2           operator new(unsigned int, void*) [97]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [133]
[96]     0.0    0.00    0.00       2         void std::_Destroy<std::string>(std::string*) [96]
-----------------------------------------------
                0.00    0.00       2/2           _ZSt10_ConstructISsIEEvPT_DpOT0_ [95]
[97]     0.0    0.00    0.00       2         operator new(unsigned int, void*) [97]
-----------------------------------------------
                0.00    0.00       1/1           TrainingEnvironment::executeOCR() [100]
[98]     0.0    0.00    0.00       1         sequentialOCR(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<int, std::allocator<int> >*, unsigned int&, unsigned int&) [98]
-----------------------------------------------
                0.00    0.00       1/1           main [816]
[99]     0.0    0.00    0.00       1         parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
                0.00    0.00       8/8           bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [61]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [93]
                0.00    0.00       1/1           std::allocator<std::string>::allocator() [125]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::vector(unsigned int, std::allocator<std::string> const&) [155]
                0.00    0.00       1/1           std::allocator<std::string>::~allocator() [127]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [157]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::begin() [154]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::end() [153]
                0.00    0.00       1/1           TrainingEnvironment::setType(TrainingType) [111]
-----------------------------------------------
                0.00    0.00       1/1           _fu22___ZSt4cout [6]
[100]    0.0    0.00    0.00       1         TrainingEnvironment::executeOCR() [100]
                0.00    0.00       1/1           TrainingEnvironment::isValid() [110]
                0.00    0.00       1/1           sequentialOCR(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<int, std::allocator<int> >*, unsigned int&, unsigned int&) [98]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[101]    0.0    0.00    0.00       1         TrainingEnvironment::getTestingData() [101]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[102]    0.0    0.00    0.00       1         TrainingEnvironment::setTestingData(std::vector<float, std::allocator<float> >*) [102]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[103]    0.0    0.00    0.00       1         TrainingEnvironment::getTrainingData() [103]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[104]    0.0    0.00    0.00       1         TrainingEnvironment::setTrainingData(std::vector<float, std::allocator<float> >*) [104]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[105]    0.0    0.00    0.00       1         TrainingEnvironment::setInputSampleWidth(unsigned int) [105]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[106]    0.0    0.00    0.00       1         TrainingEnvironment::setOutputSampleWidth(unsigned int) [106]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[107]    0.0    0.00    0.00       1         TrainingEnvironment::getTestingClassifications() [107]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[108]    0.0    0.00    0.00       1         TrainingEnvironment::setTestingClassifications(std::vector<int, std::allocator<int> >*) [108]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[109]    0.0    0.00    0.00       1         TrainingEnvironment::setTrainingClassifications(std::vector<float, std::allocator<float> >*) [109]
-----------------------------------------------
                0.00    0.00       1/1           TrainingEnvironment::executeOCR() [100]
[110]    0.0    0.00    0.00       1         TrainingEnvironment::isValid() [110]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[111]    0.0    0.00    0.00       1         TrainingEnvironment::setType(TrainingType) [111]
-----------------------------------------------
                0.00    0.00       1/1           main [816]
[112]    0.0    0.00    0.00       1         TrainingEnvironment::TrainingEnvironment() [112]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [137]
[113]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [113]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [134]
[114]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [114]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::max_size() const [122]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [126]
[115]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [115]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::string>::allocator() [125]
[116]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::string>::new_allocator() [116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [141]
[117]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [117]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::max_size() const [123]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::allocator(std::allocator<int> const&) [130]
[118]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [118]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::allocator() [129]
[119]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::new_allocator() [119]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::~allocator() [131]
[120]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::~new_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [160]
[121]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [121]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [114]
[122]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::string>::max_size() const [122]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [117]
[123]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::max_size() const [123]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::front() [161]
[124]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [124]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[125]    0.0    0.00    0.00       1         std::allocator<std::string>::allocator() [125]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::new_allocator() [116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [135]
[126]    0.0    0.00    0.00       1         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [126]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [115]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[127]    0.0    0.00    0.00       1         std::allocator<std::string>::~allocator() [127]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::string>::~new_allocator() [90]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [136]
[128]    0.0    0.00    0.00       1         std::allocator<std::string>::~allocator() [128]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::string>::~new_allocator() [90]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[129]    0.0    0.00    0.00       1         std::allocator<int>::allocator() [129]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::new_allocator() [119]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [142]
[130]    0.0    0.00    0.00       1         std::allocator<int>::allocator(std::allocator<int> const&) [130]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [118]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[131]    0.0    0.00    0.00       1         std::allocator<int>::~allocator() [131]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::~new_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/1           std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [165]
[132]    0.0    0.00    0.00       1         std::_Iter_base<int*, false>::_S_base(int*) [132]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::string*>(std::string*, std::string*) [171]
[133]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [133]
                0.00    0.00       2/4           std::string* std::__addressof<std::string>(std::string&) [71]
                0.00    0.00       2/2           void std::_Destroy<std::string>(std::string*) [96]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_create_storage(unsigned int) [138]
[134]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [134]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [114]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [139]
[135]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [135]
                0.00    0.00       1/1           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [140]
[136]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [136]
                0.00    0.00       1/1           std::allocator<std::string>::~allocator() [128]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [140]
[137]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [137]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [113]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [139]
[138]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_M_create_storage(unsigned int) [138]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [134]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::vector(unsigned int, std::allocator<std::string> const&) [155]
[139]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [139]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [135]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_create_storage(unsigned int) [138]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::~vector() [156]
[140]    0.0    0.00    0.00       1         std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [140]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [137]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [136]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int) [143]
[141]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [141]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [117]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) [145]
[142]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [142]
                0.00    0.00       1/1           std::allocator<int>::allocator(std::allocator<int> const&) [130]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) [145]
[143]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int) [143]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [141]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned int) [158]
[144]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [144]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned int, std::allocator<int> const&) [162]
[145]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) [145]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [142]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int) [143]
-----------------------------------------------
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::mersenne_twister_engine(unsigned int) [147]
[146]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::seed(unsigned int) [146]
                0.00    0.00     624/624         unsigned int std::__detail::__mod<unsigned int, 0u, 1u, 0u>(unsigned int) [56]
                0.00    0.00     623/623         unsigned int std::__detail::__mod<unsigned int, 624u, 1u, 0u>(unsigned int) [58]
-----------------------------------------------
                0.00    0.00       1/1           OneLayerPerceptron::randomizeWeights() [33]
[147]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::mersenne_twister_engine(unsigned int) [147]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::seed(unsigned int) [146]
-----------------------------------------------
                0.00    0.00       1/1           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [149]
[148]    0.0    0.00    0.00       1         std::uniform_real_distribution<double>::param_type::param_type(double, double) [148]
-----------------------------------------------
                0.00    0.00       1/1           OneLayerPerceptron::randomizeWeights() [33]
[149]    0.0    0.00    0.00       1         std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [149]
                0.00    0.00       1/1           std::uniform_real_distribution<double>::param_type::param_type(double, double) [148]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_default_n<std::string*, unsigned int>(std::string*, unsigned int) [166]
[150]    0.0    0.00    0.00       1         void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::string*, unsigned int>(std::string*, unsigned int) [150]
                0.00    0.00       2/4           std::string* std::__addressof<std::string>(std::string&) [71]
                0.00    0.00       2/2           _ZSt10_ConstructISsIEEvPT_DpOT0_ [95]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_default_n<int*, unsigned int>(int*, unsigned int) [167]
[151]    0.0    0.00    0.00       1         void std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned int>(int*, unsigned int) [151]
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&) [170]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::vector(unsigned int, std::allocator<std::string> const&) [155]
[152]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::_M_default_initialize(unsigned int) [152]
                0.00    0.00       1/2           std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [94]
                0.00    0.00       1/1           void std::__uninitialized_default_n_a<std::string*, unsigned int, std::string>(std::string*, unsigned int, std::allocator<std::string>&) [168]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[153]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::end() [153]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [91]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[154]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::begin() [154]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [91]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[155]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::vector(unsigned int, std::allocator<std::string> const&) [155]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [139]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::_M_default_initialize(unsigned int) [152]
-----------------------------------------------
                0.00    0.00       1/1           _fu7___ZSt4cerr [763]
[156]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::~vector() [156]
                0.00    0.00       1/2           std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [94]
                0.00    0.00       1/1           void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [172]
                0.00    0.00       1/1           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [140]
-----------------------------------------------
                0.00    0.00       1/1           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[157]    0.0    0.00    0.00       1         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [157]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned int, std::allocator<int> const&) [162]
[158]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned int) [158]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [144]
                0.00    0.00       1/1           void std::__uninitialized_default_n_a<int*, unsigned int, int>(int*, unsigned int, std::allocator<int>&) [169]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[159]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::data() [159]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::front() [161]
                0.00    0.00       1/1           int* std::__addressof<int>(int&) [164]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::front() [161]
[160]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::begin() [160]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [121]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::data() [159]
[161]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::front() [161]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [160]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [124]
-----------------------------------------------
                0.00    0.00       1/1           loadImageData(TrainingEnvironment&) [5]
[162]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(unsigned int, std::allocator<int> const&) [162]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) [145]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned int) [158]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&) [170]
[163]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned int, int>(int*, unsigned int, int const&) [163]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::data() [159]
[164]    0.0    0.00    0.00       1         int* std::__addressof<int>(int&) [164]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&) [170]
[165]    0.0    0.00    0.00       1         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [165]
                0.00    0.00       1/1           std::_Iter_base<int*, false>::_S_base(int*) [132]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_default_n_a<std::string*, unsigned int, std::string>(std::string*, unsigned int, std::allocator<std::string>&) [168]
[166]    0.0    0.00    0.00       1         void std::__uninitialized_default_n<std::string*, unsigned int>(std::string*, unsigned int) [166]
                0.00    0.00       1/1           void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::string*, unsigned int>(std::string*, unsigned int) [150]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_default_n_a<int*, unsigned int, int>(int*, unsigned int, std::allocator<int>&) [169]
[167]    0.0    0.00    0.00       1         void std::__uninitialized_default_n<int*, unsigned int>(int*, unsigned int) [167]
                0.00    0.00       1/1           void std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned int>(int*, unsigned int) [151]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::_M_default_initialize(unsigned int) [152]
[168]    0.0    0.00    0.00       1         void std::__uninitialized_default_n_a<std::string*, unsigned int, std::string>(std::string*, unsigned int, std::allocator<std::string>&) [168]
                0.00    0.00       1/1           void std::__uninitialized_default_n<std::string*, unsigned int>(std::string*, unsigned int) [166]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned int) [158]
[169]    0.0    0.00    0.00       1         void std::__uninitialized_default_n_a<int*, unsigned int, int>(int*, unsigned int, std::allocator<int>&) [169]
                0.00    0.00       1/1           void std::__uninitialized_default_n<int*, unsigned int>(int*, unsigned int) [167]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned int>(int*, unsigned int) [151]
[170]    0.0    0.00    0.00       1         int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&) [170]
